1	465
2	466
3	467
4	468
5	469
6	470
7	471
8	473
9	474
10	475
11	476
12	477
13	478
14	479
15	480
16	481
17	482
18	483
19	484
20	485
21	486
22	487
23	488
24	489
25	490
26	491
27	492
28	493
29	493
30	494
31	495
32	496
33	-272
34	-271
35	-270
36	-269
37	-268
38	-267
39	-266
40	-265
41	-264
42	-263
43	-262
44	-261
45	-260
46	-259
47	-258
48	-257
49	-256
50	-255
51	-254
52	-253
53	-252
54	-251
55	-249
56	-248
57	-247
58	-246
59	-245
60	-244
61	-244
62	-243
63	-242
64	-240
65	-239
66	-238
67	-237
68	-236
69	-235
70	-234
71	-233
72	-232
73	-232
74	-231
75	-230
76	-229
77	-228
78	-227
79	-226
80	-225
81	-223
82	-222
83	-221
84	-220
85	-219
86	-218
87	-217
88	-216
89	-215
90	-214
91	-213
92	-212
93	-211
94	-210
95	-209
96	-208
97	-207
98	-206
99	-205
100	-204
101	-203
102	-202
103	-201
104	-200
105	-199
106	-198
107	-197
108	-196
109	-195
110	-194
111	-193
112	-193
113	-192
114	-191
115	-190
116	-189
117	-188
118	-186
119	-185
120	-184
121	-183
122	-182
123	-181
124	-180
125	-179
126	-178
127	-177
128	-176
129	-175
130	-174
131	-173
132	-172
133	-171
134	-170
135	-169
136	-168
137	-167
138	-166
139	-165
140	-164
141	-164
142	-163
143	-162
144	-161
145	-160
146	-159
147	-158
148	-157
149	-156
150	-155
151	-154
152	-153
153	-152
154	-151
155	-150
156	-149
157	-148
158	-147
159	-146
160	-145
161	-144
162	-143
163	-142
164	-141
165	-140
166	-139
167	-138
168	-137
169	-136
170	-135
171	-134
172	-133
173	-132
174	-131
175	-130
176	-129
177	-128
178	-127
179	-126
180	-125
181	-124
182	-123
183	-122
184	-121
185	-120
186	-119
187	-118
188	-117
189	-116
190	-115
191	-114
192	-113
193	-112
194	-111
195	-110
196	-109
197	-108
198	-107
199	-106
200	-105
201	-104
202	-103
203	-102
204	-101
205	-100
206	-99
207	-98
208	-97
209	-96
210	-95
211	-94
212	-93
213	-92
214	-91
215	-90
216	-89
217	-88
218	-87
219	-86
220	-85
221	-84
222	-83
223	-82
224	-81
225	-80
226	-79
227	-78
228	-77
229	-76
230	-75
231	-74
232	-73
233	-72
234	-71
235	-70
236	-69
237	-68
238	-67
239	-66
240	-65
241	-64
242	-63
243	-62
244	-61
245	-60
246	-59
247	-58
248	-57
249	-56
250	-55
251	-54
252	-53
253	-52
254	-51
255	-50
256	-49
257	-48
258	-47
259	-46
260	-45
261	-44
262	-43
263	-42
264	-41
265	-40
266	-39
267	-38
268	-37
269	-36
270	-35
271	-34
272	-33
273	-32
274	-31
275	-30
276	-28
277	-27
278	-27
279	-26
280	-25
281	-24
282	-23
283	-22
284	-21
285	-20
286	-19
287	-18
288	-17
289	-16
290	-15
291	-14
292	-13
293	-12
294	-11
295	-10
296	-9
297	-8
298	-7
299	-6
300	-5
301	-3
302	-3
303	-2
304	-1
305	0
306	1
307	2
308	3
309	4
310	5
311	6
312	7
313	8
314	9
315	11
316	12
317	13
318	14
319	15
320	15
321	16
322	18
323	19
324	20
325	21
326	22
327	22
328	23
329	24
330	25
331	26
332	27
333	28
334	29
335	30
336	31
337	32
338	33
339	34
340	35
341	37
342	38
343	39
344	39
345	41
346	42
347	43
348	43
349	44
350	45
351	46
352	48
353	49
354	50
355	51
356	52
357	53
358	54
359	54
360	55
361	56
362	57
363	58
364	59
365	61
366	62
367	63
368	64
369	65
370	66
371	67
372	68
373	69
374	70
375	71
376	72
377	73
378	74
379	75
380	76
381	77
382	78
383	79
384	80
385	81
386	82
387	83
388	84
389	85
390	86
391	87
392	88
393	89
394	90
395	91
396	91
397	93
398	94
399	95
400	96
401	97
402	98
403	99
404	100
405	101
406	102
407	103
408	104
409	105
410	106
411	107
412	108
413	109
414	110
415	111
416	112
417	113
418	114
419	115
420	116
421	117
422	118
423	119
424	120
425	121
426	122
427	123
428	124
429	125
430	126
431	127
432	128
433	129
434	130
435	131
436	132
437	133
438	134
439	135
440	136
441	137
442	138
443	139
444	140
445	141
446	142
447	143
448	144
449	145
450	146
451	147
452	148
453	149
454	150
455	151
456	152
457	153
458	154
459	155
