1	-163
2	-162
3	-161
4	-160
5	-159
6	-158
7	-157
8	-155
9	-154
10	-153
11	-152
12	-151
13	-150
14	-149
15	-148
16	-147
17	-146
18	-145
19	-144
20	-143
21	-142
22	-142
23	-141
24	-140
25	-139
26	-138
27	-137
28	-136
29	-135
30	-134
31	-133
32	-132
33	-131
34	-130
35	-129
36	-128
37	-127
38	-126
39	-125
40	-124
41	-123
42	-122
43	-121
44	-120
45	-119
46	-118
47	-117
48	-116
49	-115
50	-114
51	-113
52	-112
53	-111
54	-110
55	-108
56	-107
57	-106
58	-105
59	-104
60	-104
61	-103
62	-102
63	-101
64	-100
65	-99
66	-98
67	-97
68	-96
69	-95
70	-94
71	-93
72	-92
73	-91
74	-90
75	-89
76	-88
77	-87
78	-86
79	-85
80	-84
81	-83
82	-81
83	-80
84	-79
85	-78
86	-77
87	-76
88	-76
89	-75
90	-73
91	-72
92	-72
93	-71
94	-70
95	-69
96	-68
97	-67
98	-66
99	-65
100	-64
101	-63
102	-62
103	-61
104	-60
105	-59
106	-58
107	-57
108	-56
109	-55
110	-54
111	-53
112	-52
113	-51
114	-50
115	-49
116	-48
117	-47
118	-45
119	-44
120	-44
121	-43
122	-42
123	-41
124	-39
125	-39
126	-38
127	-37
128	-36
129	-34
130	-33
131	-32
132	-31
133	-30
134	-29
135	-28
136	-27
137	-26
138	-25
139	-25
140	-23
141	-22
142	-21
143	-20
144	-19
145	-19
146	-18
147	-17
148	-16
149	-15
150	-13
151	-12
152	-11
153	-10
154	-9
155	-9
156	-8
157	-7
158	-6
159	-4
160	-3
161	-2
162	-1
163	0
164	0
165	1
166	2
167	3
168	4
169	5
170	7
171	8
172	9
173	10
174	11
175	12
176	12
177	13
178	14
179	15
180	16
181	17
182	19
183	20
184	21
185	22
186	23
187	24
188	25
189	25
190	26
191	27
192	28
193	29
194	30
195	31
196	32
197	33
198	35
199	35
200	36
201	37
202	38
203	39
204	40
205	42
206	42
207	43
208	44
209	45
210	47
211	48
212	48
213	49
214	50
215	52
216	53
217	54
218	54
219	55
220	56
221	57
222	58
223	60
224	60
225	61
226	62
227	63
228	64
229	65
230	66
231	68
232	69
233	70
234	71
235	72
236	73
237	74
238	74
239	75
240	76
241	77
242	78
243	79
244	80
245	81
246	82
247	83
248	84
